title,authors,editor
Identifying Causal Eﬀects using Instrumental Time Series  Nuisance IV and Correcting for the Past,"[{'name': 'Nikolaj Thams', 'affiliation': ['Department of Mathematical Sciences', 'University of Copenhagen', 'Denmark']}, {'name': 'Rikke Søndergaard', 'affiliation': ['Department of Mathematical Sciences', 'University of Copenhagen', 'Denmark']}, {'name': 'Sebastian Weichwald', 'affiliation': ['Department of Mathematical Sciences', 'University of Copenhagen', 'Denmark']}, {'name': 'Jonas Peters', 'affiliation': ['Department of Mathematical Sciences', 'University of Copenhagen', 'Denmark']}]", Vanessa Didelez
Improved Random Features for Dot Product Kernels,"[{'name': 'Jonas Wacker', 'affiliation': ['Data Science Department, EURECOM, France']}, {'name': 'Motonobu Kanagawa', 'affiliation': ['Data Science Department, EURECOM, France']}, {'name': 'Maurizio Filippone', 'affiliation': ['Statistics Program, KAUST, Saudi Arabia']}]", Jean-Philippe Vert
Improving Lipschitz-Constrained Neural Networks by Learning Activation Functions,"[{'name': 'Stanislas Ducotterd', 'affiliation': ['Biomedical Imaging Group,', '´Ecole polytechnique f´ed´erale de Lausanne (EPFL),', 'CH-1015 Lausanne, Switzerland']}, {'name': 'Alexis Goujon', 'affiliation': ['Biomedical Imaging Group,', '´Ecole polytechnique f´ed´erale de Lausanne (EPFL),', 'CH-1015 Lausanne, Switzerland']}, {'name': 'Pakshal Bohra', 'affiliation': ['Biomedical Imaging Group,', '´Ecole polytechnique f´ed´erale de Lausanne (EPFL),', 'CH-1015 Lausanne, Switzerland']}, {'name': 'Dimitris Perdios', 'affiliation': ['Biomedical Imaging Group,', '´Ecole polytechnique f´ed´erale de Lausanne (EPFL),', 'CH-1015 Lausanne, Switzerland']}, {'name': 'Sebastian Neumayer', 'affiliation': ['Biomedical Imaging Group,', '´Ecole polytechnique f´ed´erale de Lausanne (EPFL),', 'CH-1015 Lausanne, Switzerland']}, {'name': 'Michael Unser', 'affiliation': ['Biomedical Imaging Group,', '´Ecole polytechnique f´ed´erale de Lausanne (EPFL),', 'CH-1015 Lausanne, Switzerland']}]", Samy Bengio
Improving physics-informed neural networks with meta-learned optimization,"[{'name': 'Alex Bihlo', 'affiliation': ['Department of Mathematics and Statistics', 'Memorial University of Newfoundland,', 'St. John’s (NL) A1C 5S7, Canada']}]", Samy Bengio
Individual-centered Partial Information in Social Networks,"[{'name': 'Xiao Han', 'affiliation': ['International Institute of Finance, School of Management', 'University of Science and Technology of China', 'Hefei, 230026, China']}, {'name': 'Y. X. Rachel Wang', 'affiliation': ['School of Mathematics and Statistics', 'University of Sydney', 'NSW, 2006, Australia']}, {'name': 'Qing Yang', 'affiliation': ['International Institute of Finance, School of Management', 'University of Science and Technology of China', 'Hefei, 230026, China']}, {'name': 'Xin Tong', 'affiliation': ['Department of Data Sciences and Operations, Marshall School of Business', 'University of Southern California', 'CA, 90089, USA']}]", Debdeep Pati
Infeasible Deterministic  Stochastic  and Variance-Reduction Algorithms for Optimization under Orthogonality Constraints,"[{'name': 'Pierre Ablin', 'affiliation': ['Apple']}, {'name': 'Simon Vary', 'affiliation': ['Department of Statistics, University of Oxford']}, {'name': 'Bin Gao', 'affiliation': ['ICMSEC/LSEC, AMSS, Chinese Academy of Sciences']}, {'name': 'P.-A. Absil', 'affiliation': ['ICTEAM/INMA, UCLouvain']}]", Prateek Jain
Inference on High-dimensional Single-index Models with Streaming Data,"[{'name': 'Dongxiao Han', 'affiliation': ['School of Statistics and Data Science, KLMDASR, LEBPS, and LPMC', 'Nankai University', 'Tianjin, 300071,China']}, {'name': 'Jinhan Xie', 'affiliation': ['Yunnan Key Laboratory of Statistical Modeling and Data Analysis', 'Yunnan University', 'Kunming, 650091, China;', 'Department of Mathematical and Statistical Sciences', 'University of Alberta', 'Edmonton, AB, T6G 2G1, Canada']}, {'name': 'Jin Liu', 'affiliation': ['School of Statistics and Data Science, KLMDASR, LEBPS, and LPMC', 'Nankai University', 'Tianjin, 300071,China']}, {'name': 'Liuquan Sun', 'affiliation': ['Academy of Mathematics and Systems Science, Chinese Academy of Sciences, and School of Math-', 'ematical Sciences', 'University of Chinese Academy of Sciences', 'Beijing 100190, China']}, {'name': 'Jian Huang', 'affiliation': ['Department of Applied Mathematics', 'The Hong Kong Polytechnic University', 'Hong Kong, China']}, {'name': 'Bei Jiang', 'affiliation': ['Department of Mathematical and Statistical Sciences', 'University of Alberta', 'Edmonton, AB, T6G 2G1, Canada']}, {'name': 'Linglong Kong', 'affiliation': ['Department of Mathematical and Statistical Sciences', 'University of Alberta', 'Edmonton, AB, T6G 2G1, Canada']}]", Debdeep Pati
Information Capacity Regret Bounds for Bandits with Mediator Feedback,"[{'name': 'Khaled Eldowa', 'affiliation': ['Universit`a degli Studi di Milano', 'Milano, 20133, Italy']}, {'name': 'Nicol`o Cesa-Bianchi', 'affiliation': ['Universit`a degli Studi di Milano and Politecnico di Milano', 'Milano, 20133, Italy']}, {'name': 'Alberto Maria Metelli', 'affiliation': ['Politecnico di Milano', 'Milano, 20133, Italy']}, {'name': 'Marcello Restelli', 'affiliation': ['Politecnico di Milano', 'Milano, 20133, Italy']}]", Tor Lattimore
Information Processing Equalities and the Information–Risk Bridge,"[{'name': 'Robert C. Williamson', 'affiliation': ['University of Tübingen and Tübingen AI Center,', 'Germany']}, {'name': 'Zac Cranko', 'affiliation': ['Sydney, Australia']}]", Aryeh Kontorovich
Information-Theoretic Generalization Bounds for Transductive Learning and its Applications,"[{'name': 'Huayi Tang', 'affiliation': ['Gaoling School of Artiﬁcial Intelligence', 'Renmin University of China', 'Beijing, 100872, China']}, {'name': 'Yong Liu', 'affiliation': ['Gaoling School of Artiﬁcial Intelligence', 'Renmin University of China', 'Beijing, 100872, China']}]", Pierre Alquier
Instrumental Variable Value Iteration for Causal Offline Reinforcement Learning,"[{'name': 'Luofeng Liao', 'affiliation': ['Department of Industrial Engineering and Operations Research', 'Columbia University', 'New York, NY 10027, USA']}, {'name': 'Zuyue Fu', 'affiliation': ['Department of Industrial Engineering and Management Sciences', 'Northwestern University', 'Evanston, IL 60208, USA']}, {'name': 'Zhuoran Yang', 'affiliation': ['Department of Statistics and Data Science', 'Yale University', 'New Haven, CT 06520, USA']}, {'name': 'Yixin Wang', 'affiliation': ['Department of Statistics', 'University of Michigan', 'Ann Arbor, MI 48109, USA']}, {'name': 'Dingli Ma', 'affiliation': ['Department of Information Systems and Operations Management, Michael G. Foster School of Business', 'University of Washington', 'Seattle, WA 98195, USA']}, {'name': 'Mladen Kolar', 'affiliation': ['Department of Data Sciences and Operations, Marshall School of Business', 'University of Southern California', 'Los Angeles, CA 90089, USA']}, {'name': 'Zhaoran Wang', 'affiliation': ['Department of Industrial Engineering and Management Sciences', 'Northwestern University', 'Evanston, IL 60208, USA']}]", Eric Laber
Interpretable algorithmic fairness in structured and unstructured data,"[{'name': 'Hari Bandi', 'affiliation': ['Massachusetts Institute of Technology', '77 Massachusetts Avenue, Cambridge, MA 02139, USA']}, {'name': 'Dimitris Bertsimas', 'affiliation': ['Sloan School of Management, Massachusetts Institute of Technology', '77 Massachusetts Avenue, Cambridge, MA 02139, USA']}, {'name': 'Thodoris Koukouvinos', 'affiliation': ['Operations Research Center, Massachusetts Institute of Technology', '77 Massachusetts Avenue, Cambridge, MA 02139, USA']}, {'name': 'Soﬁe Kupiec', 'affiliation': ['Massachusetts Institute of Technology', '77 Massachusetts Avenue, Cambridge, MA 02139, USA']}]", Manuel Gomez-Rodriguez
Invariant and Equivariant Reynolds Networks,"[{'name': 'Akiyoshi Sannai', 'affiliation': ['Department of Physics', 'Kyoto University, RIKEN', 'Kitashirakawa, Sakyo, Kyoto 606-8502 Japan']}, {'name': 'Makoto Kawano', 'affiliation': ['Graduate School of Engineering', 'The University of Tokyo', '7-3-1 Hongo, Bunkyo-ku, Tokyo 113-8654 Japan']}, {'name': 'Wataru Kumagai', 'affiliation': ['Graduate School of Engineering', 'The University of Tokyo, RIKEN', '7-3-1 Hongo, Bunkyo-ku, Tokyo 113-8654 Japan']}]", Jean-Philippe Vert
Iterate Averaging in the Quest for Best Test Error,"[{'name': 'Diego Granziol', 'affiliation': ['Machine Learning Research Group', 'University of Oxford, Oxford, UK']}, {'name': 'Nicholas P. Baskerville', 'affiliation': ['School of Mathematics', 'University of Bristol, Bristol, UK']}, {'name': 'Xingchen Wan', 'affiliation': ['Machine Learning Research Group', 'University of Oxford, Oxford, UK']}, {'name': 'Samuel Albanie', 'affiliation': ['Department of Engineering', 'University of Cambridge, Cambridge, UK']}, {'name': 'Stephen Roberts', 'affiliation': ['Machine Learning Research Group', 'University of Oxford, Oxford, UK']}]", Simon Lacoste-Julien
Just Wing It  Near-Optimal Estimation of Missing Mass in a Markovian Sequence,"[{'name': 'Ashwin Pananjady', 'affiliation': ['Schools of Industrial and Systems Engineering', 'and Electrical and Computer Engineering', 'Georgia Institute of Technology', 'Atlanta, USA']}, {'name': 'Vidya Muthukumar', 'affiliation': ['Schools of Electrical and Computer Engineering', 'and Industrial and Systems Engineering', 'Georgia Institute of Technology', 'Atlanta, USA']}, {'name': 'Andrew Thangaraj', 'affiliation': ['Department of Electrical Engineering', 'Indian Institute of Technology Madras', 'Chennai, India']}]", Christian Shelton
Kernel Thinning,"[{'name': 'Raaz Dwivedi', 'affiliation': ['Cornell Tech']}, {'name': 'Lester Mackey', 'affiliation': ['Microsoft Research New England']}]", Ingo Steinwart
Label Alignment Regularization for Distribution Shift,"[{'name': 'Ehsan Imani', 'affiliation': ['University of Alberta, Alberta Machine Intelligence Institute']}, {'name': 'Guojun Zhang', 'affiliation': ['Huawei Noah’s Ark Lab']}, {'name': 'Runjia Li', 'affiliation': ['Department of Engineering Science, University of Oxford']}, {'name': 'Jun Luo', 'affiliation': ['Huawei Noah’s Ark Lab']}, {'name': 'Pascal Poupart', 'affiliation': ['School of Computer Science, University of Waterloo']}, {'name': 'Philip H.S. Torr', 'affiliation': ['Department of Engineering Science, University of Oxford']}, {'name': 'Yangchen Pan', 'affiliation': ['Department of Engineering Science, University of Oxford']}]", Amos Storkey
Label Noise Robustness of Conformal Prediction,"[{'name': 'Bat-Sheva Einbinder', 'affiliation': ['Department of Electrical and Computer Engineering', 'Technion - Israel Institute of Technology']}, {'name': 'Shai Feldman', 'affiliation': ['Department of Computer Science', 'Technion - Israel Institute of Technology']}, {'name': 'Stephen Bates', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'Massachusetts Institute of Technology']}, {'name': 'Anastasios N. Angelopoulos', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'University of California, Berkeley']}, {'name': 'Asaf Gendler', 'affiliation': ['Department of Electrical and Computer Engineering', 'Technion—Israel Institute of Technology']}, {'name': 'Yaniv Romano', 'affiliation': ['Departments of Electrical and Computer Engineering and of Computer Science', 'Technion—Israel Institute of Technology']}]", Zaid Harchaoui
Law of Large Numbers and Central Limit Theorem for Wide Two-layer Neural Networks  The Mini-Batch and Noisy Case,"[{'name': 'Arnaud Descours', 'affiliation': ['Laboratoire de Math´ematiques Blaise Pascal UMR 6620', 'Universit´e Clermont Auvergne', 'Aubi`ere, France']}, {'name': 'Arnaud Guillin', 'affiliation': ['Laboratoire de Math´ematiques Blaise Pascal UMR 6620 and Institut Universaire de France', 'Universit´e Clermont Auvergne', 'Aubi`ere, France']}, {'name': 'Manon Michel', 'affiliation': ['CNRS, Laboratoire de Math´ematiques Blaise Pascal UMR 6620', 'Universit´e Clermont Auvergne', 'Aubi`ere, France']}, {'name': 'Boris Nectoux', 'affiliation': ['Laboratoire de Math´ematiques Blaise Pascal UMR 6620', 'Universit´e Clermont Auvergne', 'Aubi`ere, France']}]", Pradeep Ravikumar
Learnability of Linear Port-Hamiltonian Systems,"[{'name': 'Juan-Pablo Ortega', 'affiliation': ['Division of Mathematical Sciences', 'Nanyang Technological University, Singapore']}, {'name': 'Daiying Yin', 'affiliation': ['Division of Mathematical Sciences', 'Nanyang Technological University, Singapore']}]", Maxim Raginsky
Learning Dynamic Mechanisms in Unknown Environments  A Reinforcement Learning Approach,"[{'name': 'Shuang Qiu', 'affiliation': ['The Hong Kong University of Science and Technology', 'Hong Kong, China']}, {'name': 'Boxiang Lyu', 'affiliation': ['The University of Chicago', 'Chicago, IL, USA']}, {'name': 'Qinglin Meng', 'affiliation': ['Purdue University', 'West Lafayette, IN, USA']}, {'name': 'Zhaoran Wang', 'affiliation': ['Northwestern University', 'Evanston, IL, USA']}, {'name': 'Zhuoran Yang', 'affiliation': ['Yale University', 'New Haven, CT, USA']}, {'name': 'Michael I. Jordan', 'affiliation': ['University of California', 'Berkeley, CA, USA']}]", Tor Lattimore
Learning Gaussian DAGs from Network Data,"[{'name': 'Hangjian Li', 'affiliation': ['Department of Statistics and Data Science', 'University of California, Los Angeles', 'Los Angeles, CA 90095, USA']}, {'name': 'Oscar Hernan Madrid Padilla', 'affiliation': ['Department of Statistics and Data Science', 'University of California, Los Angeles', 'Los Angeles, CA 90095, USA']}, {'name': 'Qing Zhou', 'affiliation': ['Department of Statistics and Data Science', 'University of California, Los Angeles', 'Los Angeles, CA 90095, USA']}]", Joris M. Mooij
Learning Non-Gaussian Graphical Models via Hessian Scores and Triangular Transport,"[{'name': 'Ricardo Baptista', 'affiliation': ['Department of Computing and Mathematical Sciences', 'California Institute of Technology', 'Pasadena, CA 91125-2100, USA']}, {'name': 'Rebecca Morrison', 'affiliation': ['Department of Computer Science', 'University of Colorado Boulder', 'Boulder, CO 80309-0430, USA']}, {'name': 'Olivier Zahm', 'affiliation': ['Université Grenoble Alpes', 'Inria, CNRS, Grenoble INP, LJK', '38000 Grenoble, France']}, {'name': 'Youssef Marzouk', 'affiliation': ['Center for Computational Science and Engineering', 'Massachusetts Institute of Technology', 'Cambridge, MA 02139-4301, USA']}]", Gal Elidan
Learning Optimal Dynamic Treatment Regimens Subject to Stagewise Risk Controls,"[{'name': 'Mochuan Liu', 'affiliation': ['Department of Biostatistics', 'University of North Carolina at Chapel Hill', 'Chapel Hill, NC 27599, USA']}, {'name': 'Yuanjia Wang', 'affiliation': ['Department of Biostatistics', 'Columbia University', 'New York, NY 10032, USA']}, {'name': 'Haoda Fu', 'affiliation': ['Eli Lilly and Company', 'Indianapolis, IN 46285, USA']}, {'name': 'Donglin Zeng', 'affiliation': ['Department of Biostatistics', 'University of Michigan', 'Ann Arbor, MI 48109, USA']}]", David Sontag
Learning Regularized Graphon Mean-Field Games with Unknown Graphons,"[{'name': 'Fengzhuo Zhang', 'affiliation': ['Department of Electrical and Computer Engineering', 'National University of Singapore', 'Singapore 117583']}, {'name': 'Vincent Y. F. Tan', 'affiliation': ['Department of Mathematics', 'Department of Electrical and Computer Engineering', 'National University of Singapore', 'Singapore 119076']}, {'name': 'Zhaoran Wang', 'affiliation': ['Department of Industrial Engineering and Management Sciences', 'Northwestern University', 'Evanston, IL 60208-3109, USA']}, {'name': 'Zhuoran Yang', 'affiliation': ['Department of Statistics and Data Science', 'Yale University', 'New Haven, CT 06511, USA']}]", Alexandre Proutiere
